Subject,Number,Course Title
PSYC,414,"Brain, Learning, and Memory"
PSYC,421,Principles of Psychophysiology
PSYC,423,Language Acquisition
PSYC,458,Intro Cognitive Science
PSYC,514,Seminar in Cognitive Science
REL,120,A History of Judaism
REL,214,Introduction to Islam
RST,199,Management in RST
RST,199,Coaching Wheelchair Basketball
RST,199,Sport and Sustainability
RST,217,Public Recreation
RST,393,Event Management
RST,393,Sport and Development
RST,440,HR Management in RST
RUSS,115,Intro to Russian Culture
RUSS,220,Golden Age of Russian Lit
SHS,270,Comm Disability in the Media
SHS,383,Neurodev Disorders in Context
SHS,431,Lang Disorders Preschool Child
SHS,570,Quant Reasoning Spch Hear Sci
SLCL,200,Lang&Cultures of Mediterranean
SOC,373,Social Inequality
SOCW,315,Social Serv for Older Adults
SOCW,380,Case Management Practice
SOCW,380,Social Work & Dis Studies
SOCW,520,Social Welfare Planning
SPAN,102,Elementary Spanish II
STAT,525,Computational Statistics
STAT,553,Probability and Measure I
TAM,435,Intermediate Fluid Mechanics
TAM,551,Solid Mechanics I
TE,398,Bootstrap to VC: Fund Startup
TE,461,Technology Entrepreneurship
TE,567,Venture Funded Startups
THEA,400,Practicum II
UP,211,"Local Planning, Gov't and Law"
UP,260,Social Inequality and Planning
UP,407,State and Local Public Finance
UP,423,Cmnty Dev in the Global South
UP,426,Urban Design and Planning
UP,460,Transportation/Land Use Policy
UP,494,Ped & Bicycle Planning
UP,545,Economic Development Policy
VCM,660,Advanced Equine Anatomy
VM,620,Canine Feline Behavior
AAS,258,Muslims in America
ABE,141,ABE Principles: Biological
ABE,598,Autonomous Decision Making
ACCY,511,External Risk Measurement/Rept
ACCY,512,Internal Risk Measurement/Rept
ACCY,555,Income Tax Accounting
ACCY,561,Taxes and Business Strategy
ACCY,563,Consolidated Returns
ACCY,564,Reorganizations
ACCY,570,Data Analytics for Acct A
ACCY,570,Data Analytics for Acct B
ACE,232,Management of Farm Enterprises
ACE,448,Rural Real Estate Appraisal
ACE,456,Agr and Food Policies
ACE,476,Family Economics
ADV,290,Sports PR
AE,498,Uninhabited Aerial Vehicle
AFRO,231,Lang Diff Dis: American Persp
AHS,494,Accessible Electronic Material
AHS,494,Design Accessible Web Res
ANSC,306,Equine Science
ANSC,398,Companion Animal Spring Trip
ANSC,446,Population Genetics
ANTH,182,Latin American Cultures
ANTH,209,"Food, Culture, and Society"
ANTH,240,Biological Anthropology
ANTH,249,Evolution and Human Disease
ANTH,374,Anth of Science and Technology
ANTH,459,The Ancient Maya
ARCH,210,Intro to the Hist of Arch
ARCH,274,Strategies of Arch Design
ART,103,Painting for Non-Majors
ARTD,318,Digital Interaction
ARTD,402,Industrial Design VI
ARTE,201,Foundations of Art Education
ARTH,113,Introduction to African Art
ARTH,215,Greek Art
ASTR,496,Computing in Astrophysics
ATMS,313,Synoptic Weather Forecasting
ATMS,404,Risk Analysis in Earth Science
ATMS,502,Numerical Fluid Dynamics
BADM,199,China Immersion Trip
BADM,311,Individual Behavior in Orgs
BADM,312,Org Design and Environment
BADM,313,Human Resource Management
BADM,366,Product Design and Development
BADM,375,Business Process Management
BADM,395,Case Prob Formulation&Solution
BADM,395,Digital Marketing Strategy
BADM,395,Data Science & Analytics
BADM,420,Advanced Marketing Management
BADM,446,Entrepreneurship Sm Bus Form
BADM,453,Decision Support Systems
BADM,590,Bus Ethics & Corp. Resp.
BADM,590,Creativity
BADM,590,Global Capstone Project Trip
BIOC,445,Current Topics in Biochemistry
BIOC,455,Technqs Biochem & Biotech
BIOE,298,Analytical Tools for BIOE
BIOE,436,Senior Design II
CEE,444,"Env Eng Principles, Biological"
CEE,453,Urban Hydrology and Hydraulics
CEE,480,Foundation Engineering
CEE,484,Applied Soil Mechanics
CEE,507,Repair of Civil Infrastructure
CEE,528,Construction Data Modeling
CEE,557,Groundwater Modeling
CEE,598,Highway Bridges Design
CEE,598,Trans Soil Stablization
CHBE,523,Heat and Mass Transfer
CHEM,524,Electrochemical Methods
CHEM,576,Computational Chemical Biology
CHLH,199,Undergraduate Open Seminar
CHLH,577,Health Program Evaluation
CHLH,594,Systematic Review&MetaAnalysis
CI,437,Educational Game Design
CLCV,220,Animals in Literature
CLCV,221,The Heroic Tradition
CLCV,323,The Comic Imagination
CMN,375,World-making: future and past
CMN,396,Rhetoric of War
CMN,396,Social Movement Communication
CMN,424,Campaigning to Win
CMN,595,eHealth
CPSC,241,Intro to Applied Statistics
CPSC,336,Tomorrow's Environment
CPSC,352,Plant Genetics
CPSC,431,Plants and Global Change
CPSC,518,Crop Growth and Development
CPSC,543,Appl. Multivariate Statistics
CS,398,Applied Cloud Computing
CS,492,Senior Project I
CS,498,Learning and Computer Science
CS,525,Advanced Distributed Systems
CS,546,Machine Learning in NLP
CS,583,Approximation Algorithms
CWL,242,Modern Masterpieces West Cultr
DANC,112,Hip Hop
DANC,259,Contact Improv for Act/Mus/Dan
EALC,130,The Chinese Language
EALC,308,Chinese Popular Lit
ECE,205,Elec & Electronic Circuits
ECE,206,Elec & Electronic Circuits Lab
ECE,398,Smart Contracts & Blockchain S
ECE,416,Biosensors
ECE,441,Physcs & Modeling Semicond Dev
ECE,453,Wireless Communication Systems
ECE,454,Antennas
ECE,461,Digital Communications
ECE,462,Logic Synthesis
ECE,468,Optical Remote Sensing
ECE,546,Advanced Signal Integrity
ECON,199,Econ Brazil Abroad Spring
ECON,452,The Latin American Economies
ECON,490,Econ of the Workplace
ECON,490,American Economic History
ECON,490,Economics of Coordination
ECON,490,"Econ of Terror, War & Conflict"
ECON,490,Middle-Eastern Economics
ECON,490,Economic Forecasting
ECON,490,Employee Comp & Incentives
ECON,490,Financial Economics
ECON,490,Game Theory
ECON,490,Econ Growth & Development
ECON,490,Monetary Economics
ECON,533,Microeconomic Theory II
ECON,534,Macroeconomic Theory II
ECON,535,Econometric Analysis II
ECON,590,Regional Economics
ECON,590,3rd Year Paper Workshop
EIL,411,Intro to TESL Methodology
EIL,488,English Phon & Morph for TESL
ENG,571,Theory Energy & Sustain Engrg
ENGL,101,Intro to Poetry
ENGL,270,Teenagers and Teenpics
ENGL,373,Haunted Cinema
ENGL,380,Topics in Writing Studies
ENGL,412,Topics in Medieval Brit Lit
ENGL,460,Lit of American Minorities
ENVS,301,Tools for Sustainability
EOL,585,College Teaching
EPS,412,Critical Thinking for Teachers
EPS,550,Global Issues in Learning
EPSY,408,Learning & Hum Dev w/ EdTech
EPSY,575,Mixed Method Inquiry
EURO,415,Europe and the Mediterranean
FAA,110,Exploring Arts and Creativity
FIN,514,Financial Engineering II
FIN,515,Fixed Income Portfolios
FIN,526,Enterprise Risk Management
FIN,571,Retirement Policy
FR,103,Intermediate French I
FSHN,145,Intro Hospitality Management
FSHN,199,Study Abroad to Mediterranean
FSHN,322,Nutrition and the Life Cycle
FSHN,419,Food Ingredient Technology
FSHN,462,Food Processing II
FSHN,595,Water Relations in Foods
GCL,125,Sci/Bus of Cancer Therapy
GCL,146,The HIV/AIDS Pandemic
GCL,187,"Morality, Methods, & Medicine"
GEOL,103,Planet Earth QRII
GEOL,380,Environmental Geology
GLBL,250,Development
GLBL,296,Baseball as a Global Sport
GLBL,296,Human Rights in the Midwest
GLBL,296,Hum Rghts/Prison: Global Persp
GWS,350,Feminist & Gender Theory
GWS,378,Fairy Tales & Gender Formation
HIST,207,Publishing the Past
HIST,245,Women & Gender Pre-Mod Europe
HIST,337,Middle East Since World War I
HIST,371,The American Revolution
HIST,443,Byzantine Empire AD 284-717
HORT,180,Medicinal Plants and Herbology
HORT,434,Designing Urban Agriculture
HORT,435,Urban Food Production
IB,461,Ornithology
IB,481,Vector-borne Diseases
IB,485,Environ Toxicology & Health
IE,498,Cmptng for ISE
IE,510,Applied Nonlinear Programming
IE,531,Algorithms for Data Analytics
INFO,490,Makerspace B: Open Studio
INFO,490,Advanced Data Science
IS,404,Lit and Resources Young Adults
IS,490,Introduction to Databases
IS,527,"Literacy, Reading, and Readers"
IS,547,Info Srvcs Diverse Populations
IS,590,Digital Humanities
KIN,100,Development Activities
KIN,102,Individual and Dual Activities
KIN,107,Aquatic Sport Activities
KIN,111,Prescribed Exercise
KIN,120,Injuries in Sport
KIN,346,Case Study: Endless Summer
KIN,452,Clin & Applied Ex Physiology
KIN,494,Special Topics: Hlth Behv
LA,480,Sustainable Design Principles
LING,250,Language Diversity in the USA
LING,489,Theoretical Foundations of SLA
LLS,238,Latina/o Social Movements
LLS,250,Latina/os on the Bronze Screen
LLS,355,Race and Mixed Race
MACS,166,Contemporary Media Literacy
MACS,199,James Bond & Soc. Change
MACS,295,A World of Death & Blood
MACS,321,ThumbsDown! Movies Ebert Hated
MACS,323,Video and Audio Production
MACS,466,Japanese Cinema
MATH,210,Theory of Interest
MATH,410,Lin Algebra & Financial Apps
MATH,414,Mathematical Logic
MATH,418,Intro to Abstract Algebra II
MATH,472,Life Contingencies II
MATH,476,Investments and Fin Markets
MATH,478,Loss Models
MATH,490,Statistics for Risk Modeling
MATH,553,Partial Differential Equations
MBA,503,Ethical Leadership
MBA,505,Negotiations
MCB,199,Undergraduate Open Seminar
MCB,419,"Brain, Behavior & Info Process"
MCB,424,Microbial Biochemistry
MCB,429,Cellular Microbiology &Disease
MCB,493,Experimental Cell Biology
ME,300,Thermodynamics
ME,452,Num Control of Mfg Processes
ME,510,Advanced Gas Dynamics
ME,521,Convective Heat Transfer
MSE,420,Ceramic Materials & Properties
MSE,481,Electron Microscopy
MUS,271,Hindsley Symphonic Band
MUS,272,Campus Band
MUS,344,Wind Band Methods for
MUS,414,Music and Society
MUS,444,Healthy Music Practices
NPRE,247,Modeling Nuclear Energy System
NPRE,442,Radioactive Waste Management
NPRE,480,Energy and Security
NPRE,521,Interact of Radiation w/Matter
PATH,433,Virology & Viral Pathogenesis
PHIL,435,Social Philosophy
PHIL,477,Philosophy of Psychology
PHYS,298,Fresh/Soph Special Topics Phys
PHYS,569,Emergent States of Matter
PHYS,581,Quantum Mechanics II
PHYS,598,Special Topics in Physics
PS,302,The US Constitution II
PS,357,Ethnic Conflict
PSYC,220,Images of Mind
PSYC,321,Human Memory
PSYC,341,CounselCenterParaProfessional
PSYC,396,Human Sexuality
PSYC,396,The Attentive Mind
PSYC,402,Intro Clin Neuropsych
REES,201,Introduction to Eastern Europe
REL,270,"Religion, Ethics, Environment"
RST,120,Foundations of Recreation
RST,199,Business of Sport Entertnment
RST,199,Communication in RST
RST,199,Sport Systems in the US & Euro
RST,300,Leisure Programming
RST,350,Tourism and Culture
RST,410,Administration of Leisure Serv
SBC,505,Consumer Insights II
SE,413,Engrg Design Optimization
SHS,410,Stuttering: Theory & Practice
SHS,430,Devel & Disorders Phonol Artic
SHS,513,Asst & Mgmt of Dysphagia
SHS,533,Advanced Language Diagnostics
SHS,577,Advanced Practicum in SLP
SLCL,200,The Human Experience
SOC,226,Political Sociology
SOC,378,Law and Society
SOC,396,Sexuality and Society
SOC,450,Senior Capstone Seminar
SOCW,436,Intl SW & Development
SOCW,501,SW Practice with Groups
SOCW,514,Mental Health Pol and Svcs
SOCW,532,Practice Evaluation
SPAN,232,Spanish in the Community
SPAN,332,Spanish and Entrepreneurship
SPED,447,Curriculum Development II
SPED,514,Equity Issues in Spec Educatio
STAT,430,Stochastic Processes
STAT,430,Advanced Data Science
TAM,456,Experimental Stress Analysis
TRST,415,Machine Translation
TSM,425,Managing Ag Safety Risk
UP,116,Urban Informatics I
UP,136,Urban Sustainability
UP,357,The Land Development Process
UP,470,Shrinking Cities
UP,511,Law and Planning
VCM,625,Exotic Mammal Medicine
VCM,673,Companion Animal Rehab
ART,140,Introduction to Art
ART,205,Experience & Meaning in Design
BADM,551,Managing Intellectual Property
BADM,590,Human Resource Management
ECON,482,Health Economics
ENG,198,IEFX Professional Development
EPSY,407,Adult Learning and Development
IB,535,Biology and Tech Innovation
IS,510,Adult Public Services
PS,491,Internship
SHS,514,Motor Speech Disorders
STAT,420,Statistical Modeling in R
ABE,341,Transport Processes in ABE
ABE,498,Intro to Field Robotics
ACCY,554,International Taxation
ACCY,558,Taxation of Closely-Held Bus.
ACCY,571,Stat Analyses for Accountancy
ACE,199,Introduction to Sales
ADV,290,Sports Public Relations
AE,451,Aeroelasticity
AE,454,Systems Dynamics & Control
AE,504,Optimal Aerospace Systems
ANSC,467,Applied Animal Ecology
ANTH,241,Human Biological Variation
ARCH,101,Introduction to Architecture
ARCH,271,Graphics for Architects
ARCH,411,Ancient Roman Architecture
ARTD,222,Typographic Practice
ARTD,270,Design Methods
ARTE,475,Art Exhibition Practices
ARTH,115,Art in a Global Context
ARTH,260,Graffiti and Murals
ATMS,205,Intro to Geosciences Computing
BADM,199,Honors Seminar
BADM,365,New Product Marketing
BADM,403,Principles of Business Law
BADM,532,Sustain Design & Enterprise I
BADM,590,Data Science & Analytics
BADM,590,Glbl Impct:CulPsych&BusEthics
BADM,590,Digital Marketing
BADM,590,Big Data
BADM,590,Strategic Human Capital
BIOE,430,Intro Synthetic Biology
BIOE,498,Preclinical Molecular Imaging
BUS,101,Business Prof Responsibility
BUS,120,Business Honors Seminar
CEE,483,Soil Mechanics and Behavior
CEE,508,Pavement Evaluation and Rehab
CEE,590,Geotechnical Field Measurement
CHBE,478,Bioenergy Technology
CHBE,494,Comp Methods in Chem Engr
CHBE,525,Stat Thermo Chem Eng
CHEM,540,Quantum Mechanics
CHEM,544,Statistical Thermodynamics
CHLH,573,Biostatistics in Public Health
CI,433,Found of Bilingual Educ
CLCV,220,Origins of Western Literature
CMN,370,Political Economy of Comm
CMN,396,Social Movements Comm
CMN,396,Commmunicating for Innovation
CMN,476,Commercialism and the Public
CMN,503,Health Comm Research MethodsII
CPSC,215,The Prairie and Bioenergy
CPSC,414,Forage Crops & Pasture Ecology
CPSC,452,Advanced Plant Genetics
CPSC,588,Plant Biochemistry
CS,199,De-Bug your Brain
CS,498,Theory II
CS,498,The Art of Web Programming
CS,519,Scientific Visualization
CS,598,Secure Processor Design
CS,598,Adv Social&Information Network
CS,598,Machine Learning Theory
DANC,160,Beg Contemp Modern Tech Core
EALC,122,History East Asian Religions
EALC,287,Introduction to Buddhism
EALC,305,Japan Lit in Translation I
ECE,298,Concepts in Engineering Math
ECE,439,Wireless Networks
ECE,473,Fund of Engrg Acoustics
ECE,485,MEMS Devices & Systems
ECE,518,Adv Semiconductor Nanotech
ECE,586,"MDPs, Reinforcement Learning"
ECON,199,Intro to Game Theory
ECON,220,Intl Economic Principles
ECON,462,Macroeconomic Policy
ECON,490,Econ of Poverty Alleviation
ECON,490,Cost-Benefit Analysis
ECON,490,Women in the Economy
ECON,490,"Econ of War, Terror & Conflict"
ECON,490,Employee Comp. & Incentives
ECON,490,Migration
ECON,490,Environmental Economics
ECON,490,Numerical Methods: Econonomics
ECON,510,Economics of Taxation
ECON,513,International Trade
ECON,531,Macroeconomic Theory I
ECON,590,Development: Theory & Evidence
ENG,198,First-Year Women Engineers 1
ENG,198,IEFX Projects 2
ENG,198,Special Topics
ENG,199,Parkland Pathways Orientation
ENG,199,Undergrad Research Seminar
ENGL,117,Shakespeare on Film
ENGL,210,British Lit 1800 to Present
ENGL,213,Modernist Lit and Culture
ENGL,250,The American Novel to 1914
ENGL,251,The American Novel Since 1914
ENGL,259,Afro-American Literature I
ENGL,273,American Cinema Since 1950
ENGL,274,21st Century African
ENGL,281,British Feminist Fiction
ENGL,373,Xenophobia in Film
ENGL,429,18th Century Fiction
ENSU,410,Sustainable Organizations
EOL,543,Leading School Improvement
EPS,410,Professional Ethics in Ed
EPS,421,Racial and Ethnic Families
EPSY,587,Hierarchical Linear Models
EURO,199,Challenges Facing Euro Union
FIN,501,Financial Economics
FIN,578,Govt Market Economy
FIN,580,Big Data Analysis
FIN,580,Cases Wealth Managment
FIN,580,Practical Asset Allocation
FR,387,French & Comparative Cinema I
FSHN,429,Nutrition Assessment & Therapy
FSHN,480,Basic Toxicology
GCL,124,Sustainable Earth
GEOL,411,Structural Geol and Tectonics
GEOL,432,Mineralogy and Mineral Optics
GER,101,Beginning German I
GER,250,Grimms' Fairy Tales - ACP
GER,270,Sexuality and Literature
GLBL,296,Criminalization of the Poor
GRKM,201,Elementary Modern Greek I
GWS,250,Gender and Representation
GWS,385,Transnational Sexualities
HDFS,425,Critical Family Transitions
HIST,200,Intro Hist Interpretation
HIST,202,American Environmental History
HIST,247,Medieval Europe
HIST,263,US History of Medicine
HIST,355,Soviet Jewish History
HIST,370,Colonial America
HIST,400,"War, Soc, Politics, & Culture"
HORT,360,Vegetable Crop Production
IB,401,Introduction to Entomology
IB,426,Env and Evol Physl of Animals
IE,598,Deep Learning
INFO,490,Foundations of Data Science
IS,451,Intro to Network Systems
IS,490,Introduction to Data Science
IS,503,Use and Users of Information
IS,580,Rare Book and Spec Colls
IS,590,Theory & Prac of Data Cleaning
JOUR,199,Getting Started in Journalism
KIN,101,Aerobics I
KIN,257,"Coordination, Control & Skill"
KIN,365,Civic Engagement in Wellness
KIN,442,"Body, Culture & Society"
LA,452,Natural Precedent in Planting
LAW,798,1st & 14th Amendment
LER,590,Employee Benefits
LLS,220,Mexican & Latin Am Migration
LLS,230,Latina/o Genders & Sexualities
MACS,361,Film Theory and Criticism
MATH,2,Introductory Algebra
MATH,428,Honors Topics in Mathematics
MATH,471,Life Contingencies I
MATH,542,Complex Variables I
MATH,563,Risk Modeling and Analysis
MBA,501,Leading People & Organizations
MBA,502,Data Analytics II
MBA,502,Managerial Economics
MCB,426,Bacterial Pathogenesis
MCB,431,Microbial Physiology
MCB,493,Human Medical Genomics
ME,403,Internal Combustion Engines
ME,498,Optics:Theory and Application
ME,523,Nanoscale Energy Transport
MUS,333,Cond/Teach Strings-Grp Setting
MUS,335,Elem and Mid Sch Instrum Music
MUS,346,Choral Mthds Secondary Ensem
MUS,418,Native American Music
NPRE,412,Nuclear Power Econ & Fuel Mgmt
NPRE,432,Nuclear Engrg Materials Lab
NPRE,501,Fundamentals of Nuclear Engrg
PHIL,270,Philosophy of Science
PHYS,150,Physics of Societal Issues
PHYS,475,Introduction to Biophysics
PHYS,515,General Relativity I
PLPA,407,Diseases of Field Crops
PS,199,Drones and Asymmetric Warfare
PSYC,105,Psych Introduction
PSYC,199,Undergraduate Open Seminar
PSYC,336,Depression and Mood Disorders
PSYC,336,Alcohol and Alcoholism
PSYC,340,CounselCenterParaProfessional
PSYC,357,Intro Cognitive Science
PSYC,396,Psychology of Morality
PSYC,490,Measurement & Test Develop Lab
RST,199,Finance Resource Mangement in
RST,199,CHAMP Student Athlete Seminar
RST,325,Leisure Services Marketing
SHS,150,Hearing Processes & Disorders
SOC,196,Introduction to Poverty
SOC,270,Population Issues
SOC,477,Sociology of Law
SOCW,506,SW Practice with Child/Adol
SPED,414,Assessment in ECSE
SPED,431,Assistive Tech & Phys Disab
SPED,465,Curriculum and Methods in ECSE
STAT,430,Basics of Statistical Learning
STAT,430,Foundations of Data Science
TAM,451,Intermediate Solid Mechanics
TAM,538,Turbulence
THEA,102,Text to Stage
THEA,208,Script Analysis
THEA,452,Principles of Arts Management
UP,438,Disasters and Urban Planning
YDSH,320,Lit Responses to the Holocaust
AAS,120,Intro to Asian Am Pop Culture
AAS,200,U.S. Race and Empire
ABE,446,Biological Nanoengineering
ACCY,555,Inc Tx Acctg & Multistate Tx
ACCY,557,Consolidated Tax Returns
ACCY,557,Reorganizations
ACCY,593,Advanced Topics in Accounting
ADV,490,Digital Advertising Content
ADV,490,Sports PR
AFRO,227,Studies in Black Television
AGCM,320,Public Information Campaigns
AGED,300,Training and Development
AGED,310,Prof Dev in Leadership Ed
ANSC,199,Foal Watch
ANSC,499,Dangerous Dog Breeds & Discrim
ANSC,561,Animal Stress Physiology
ANTH,165,Lang & Culture Native North Am
ANTH,270,Language in Culture
ANTH,362,"Body, Personhood, and Culture"
ANTH,393,The World of Jewish Sepharad
ARAB,404,Intermediate Stand Arabic II
ARCH,233,Construction of Buildings
ARCH,272,Strategies of Arch Design
ARCH,415,Neoclass & Nineteen Cent Arch
ART,104,Sculpture for Non-Majors
ARTD,299,Mining the University
ARTD,313,Digital Interaction
ARTD,362,Photography Workshop
ARTD,444,Typographic Systems
ARTF,104,Drawing II
ASTR,121,The Solar System
BADM,395,Making Things
BADM,395,Digital Making Seminar
BADM,395,Foundations of Business
BADM,552,Legal Aspects of Mgt Decisions
BADM,557,Dec Support and Knowledge Mgt
BADM,573,Quant Analysis of Decisions
BADM,583,Euro Business Strategy
BADM,590,The Economics of Organizations
BADM,593,Research in Special Fields
BIOE,498,Stem Cell Bioengineering
BUS,301,Principles Prof Responsibility
CEE,411,RR Project Design & Constr
CEE,440,Fate Cleanup Environ Pollutant
CEE,538,Water Quality Control Proc II
CHBE,494,Special Topics
CHBE,522,Fluid Dynamics
CHEM,108,"Chemistry, Everyday Phenomena"
CHEM,445,Physical Principles Lab I
CHLH,201,Pub Hlth Research Meas & Meth
CHLH,494,Special Topics: Health Issues
CHLH,594,Special Topics
CLCV,100,Vocab Building-GRK & LAT Roots
CMN,326,Mass Media and the Audience
CMN,496,Comm Tech & Altruism
CMN,502,Health Comm Research Methods I
CMN,504,Health & Family Communication
CPSC,412,Principles of Crop Advising
CS,199,Undergraduate Open Seminar
CS,493,"Senior Project II, ACP"
CS,511,Advanced Data Management
CS,565,Human-Computer Interaction
CS,598,Autonomous Vehicles for AI
CS,598,Cutting-Edge Trends In DLR
CS,598,Social Sensing
DANC,301,Yoga Practicum for Dancers
EALC,365,Contemporary Korean Society
ECE,199,ECE 110 Merit Section
ECE,361,Digital Communications
ECE,401,Signal and Image Analysis
ECE,451,Adv Microwave Measurements
ECE,457,Microwave Devices & Circuits
ECE,508,Manycore Parallel Algorithms
ECE,528,Analysis of Nonlinear Systems
ECE,547,Topics in Image Processing
ECE,598,Mobile Sensing & Sensor Fusion
ECON,465,Mathematical Economics
ECON,483,Econ of Innovation and Tech
ECON,490,Migration & Econ Development
ECON,490,Political Economy
ECON,511,Public Goods Theory
ECON,514,International Financial
EIL,445,Second Lang Reading & Writing
EIL,456,Lang and Social Interaction I
ENG,250,From Idea to Enterprise
ENG,333,"Creativity, Innovation, Vision"
ENG,360,Lect in Engrg Entrepreneurship
ENG,398,ELA LeadershipTraining
ENG,398,Honduras Water Project
ENG,450,"Startups:Inc,Fund,Contracts,IP"
ENG,460,Entrepreneurship for Engineers
ENG,466,High-Tech Venture Marketing
ENG,565,Technol Innovation & Strategy
ENGL,270,Crime Films
ENGL,274,Tech & Future: Spec Brit Fict
ENGL,276,Asian Film Genres
ENGL,280,Black Women Writers
ENGL,300,Heroism and National Identity
ENGL,300,Strange Victorian Love Poetry
ENGL,373,Film Style and Politics
ENGL,416,Shakespeare's Contemporaries
ENGL,449,American Lit 1820-1865
ENGL,460,Hip Hop as Narrative
ENGL,460,Race and Representation
EPS,201,Foundations of Education
EPS,202,Foundations of Education-ACP
EPS,580,Researching Global Education
ESE,482,Challenges of Sustainability
FIN,422,Cases in Corporate Finance
FIN,536,Government Insurance Programs
FIN,574,Individual Tax Policy
FIN,579,Applied Portfolio Management
FIN,580,Cases in Enterprise Risk Mngmt
FIN,580,Corporate Finance I&II
FR,102,Elementary French II
FSHN,499,Ingredient Technology
FSHN,517,Fermented &Distilled Beverages
GCL,125,Experiential Anatomy
GE,261,Business Side of Engineering
GE,311,Engineering Design Analysis
GE,312,Instrumentation and Test Lab
GE,400,Engineering Law
GE,413,Engrg Design Optimization
GE,422,Robot Dynamics and Control
GE,423,Mechatronics
GE,424,State Space Design for Control
GE,494,Senior Engineering Project I
GE,495,Senior Engineering Project II
GEOG,410,Green Development
GEOG,483,Urban Geography
GEOG,489,Programming for GIS
GER,104,Intermediate German II
GLBL,296,Consequences of Civil Conflict
GLBL,296,Glbl Mass Incarceration
GLBL,296,NGOs and Development
GLBL,340,Global Health: Policy & Govern
HDFS,206,Early Childhood Curriculum Dev
HDFS,420,Family Diversity in the U.S.
HIST,102,Reacting to the Past
HIST,227,Modern Japanese History
HIST,275,Afro-American History to 1877
HIST,339,The Early Russian Empire
HORT,361,Small Fruit Production
HRD,414,Facilitation Skills
HRD,415,Diversity in the Workplace
HRD,440,Work Analysis
IB,109,Insects and People
IB,202,Anatomy and Physiology
IB,464,Herpetology
IE,398,Stochastic Process and Applic
IE,598,Electronic Trading
INFO,390,Web Technologies & Techniques
KIN,101,Dance Activities
KIN,130,Analysis of Basic Movement
KIN,199,UG Open Seminar: Brain Injury
KIN,201,Phys Act Research Meas & Meth
KIN,459,Physical Activity & Aging
KOR,202,Elementary Korean II
LA,241,Landform Design & Construction
LAW,199,Poverty & the Law
LAW,634,Securities Regulation(ONL)
LAW,653,International Business Trans
LAW,684,Federal Courts
LAW,687,Jurisprudence
LAW,794,Employee Benefits
LAW,794,Mergers & Acquisitions(ONL)
LING,425,Intro to Psycholinguistics
IS,418,Community Engagement
IS,458,Instruction and Assistance Sys
IS,543,Sociotechnical Info Sys
MACS,321,"Censorship, Cinema, & Culture"
MATH,472,Actuarial Theory II
MATH,478,Actuarial Loss Models
MATH,481,Vector and Tensor Analysis
MATH,490,Stoch Proc for Fin & Insurance
MATH,490,Equity Linked Insurance
MATH,568,Actuarial Loss Models
MBA,503,Global Strategy
MBA,505,Project Management
MBA,505,Strategic Innovation Mgmt
MBA,531,Global Immersion: China
MCB,406,Gene Expression & Regulation
MDIA,293,Photography for Everyone
ME,460,Industrial Control Systems
MSE,487,Materials for Nanotechnology
MSE,583,Dynamics of Complex Fluids
MUS,242,Elements of Conducting
MUS,250,Illini Strings
MUS,274,Basketball Band
MUS,414,Music In and AS Revolution
MUS,501,Grad Music History Review
MUS,526,Baroque Performance Practice
NPRE,451,NPRE Laboratory
NUTR,510,Digestion of protein & absorpt
PATH,439,Health Applications of GIS
PHIL,100,Intro to Philosophy-ACP
PHIL,104,Intro to Ethics-ACP
PHYS,563,Phase Transitions
PSM,502,PSM Industry Seminar II
PSYC,238,Abnormal Psych
PSYC,396,Prejudice and Discrimination
PSYC,396,"Emotion, Cognition & The Brain"
PSYC,396,Psy of Religion & Spirituality
PSYC,407,Statistical Methods II
RLST,109,Religion & Society in West II
RLST,110,World Religions
RLST,120,A History of Judaism
RLST,132,Zen
RLST,208,Cultures & Lits of South Asia
RLST,286,Introduction to Hinduism
RLST,287,Introduction to Buddhism
RST,320,Leisure Services Marketing
RST,330,Leisure and Consumer Culture
RST,351,Cultural Aspects of Tourism
RST,420,HR Management in RST
RUSS,225,Russian Lit and Revolution
SCAN,215,"Madness, Myth, and Murder"
SHS,383,Neuroplasticity& Communication
SHS,577,Orofacial Anomalies
SOC,274,Intro to Medical Sociology
SOC,364,Impacts of Globalization
SOC,373,Social Stratification
SOC,396,Criminal Justice Systems
SOC,480,Methods of Field Research
SOCW,513,Delivery of Health Care
SPED,317,Characteristics & Eligibility
SPED,438,Collaborating with Families
TAM,498,Design for Manufacturability
TAM,532,Viscous Flow
THEA,262,Literature of Modern Theatre
TSM,421,Ag Safety-Injury Prevention
UP,335,Cities and Immigrants
ACCY,550,Multistate Taxation
ACCY,559,Tax Policy
ACCY,562,Tax Procedures
BADM,590,Sustainability
CS,598,Data Cleaning
IS,590,Project Management
SOCW,531,Practice in Org Settings
ACCY,570,Data Anlaytics Foundations
ADV,490,Social Media Analytics
AE,412,Viscous Flow & Heat Transfer
AGCM,430,Comm in Env Social Movements
ANSC,499,Dangerous Dogs & Breed Discrim
ANTH,160,Contemporary Social Issues
ANTH,220,Introduction to Archaeology
ANTH,277,"Ancient Cities, Sacred Land"
ANTH,399,Senior Capston Seminar
ANTH,411,Methods of Cultural Anth
ANTH,460,Heritage Management
ARCH,403,Spec Topics in Arch History
ARCH,502,Structural Planning
ARCH,577,Theory of Architecture
ARTD,418,Digital Interaction Sandbox
